lambda_um,T_total,A_total_dbm
1.03,0.9999981920890244,7.851664697179371e-06
1.05,0.9999996865569559,1.3612660555147891e-06
1.07,0.999992773898822,3.138267148151266e-05
1.09,0.9999279747612645,0.000312812903166948
1.11,0.9984080840055278,0.006919112198270378
1.1300000000000001,0.9923786221795804,0.03322599845326787
1.1500000000000001,0.9960983178600635,0.01697793250898231
1.1700000000000002,0.9996216761522196,0.0016433504850147606
1.1900000000000002,0.9998039647301101,0.0008514538300399925
1.2100000000000002,0.9998783764900913,0.000528236431931849
1.2300000000000002,0.9999738436808053,0.00011359694281294152
1.2500000000000002,0.999997978903493,8.777519039283413e-06
1.2700000000000002,0.9999838314272752,7.021969472709355e-05
1.2900000000000003,0.9999645275507129,0.0001540575822053216
1.3100000000000003,0.9996918372127205,0.0013385404095282178
1.3300000000000003,0.9989869037170718,0.004402051469014106
1.3500000000000003,0.9682875889171714,0.13995634893722655
1.3700000000000003,0.9272220565724599,0.3281624598649986
1.3900000000000003,0.9277857800744818,0.32552287486764964
1.4100000000000004,0.960610962121842,0.17452461119717577
1.4300000000000004,0.9879320113776888,0.05272951462767944
1.4500000000000004,0.9933011095474525,0.029190781413139563
1.4700000000000004,0.9945842839494293,0.023584076103338753
1.4900000000000004,0.9980461095459271,0.008493939091323429
1.5100000000000005,0.9997497587403308,0.001086919981144029
1.5300000000000005,0.9999647935929464,0.0001529021536357483
1.5500000000000005,0.9999941770117816,2.5288993187348525e-05
1.5700000000000005,0.9999935833380498,2.7867281780014018e-05
1.5900000000000005,0.9999959838587711,1.744191052564227e-05
1.6100000000000005,0.9999936249670464,2.768649822699376e-05
1.6300000000000006,0.9999976934129484,1.001738929630154e-05
1.6500000000000006,0.9999933341309201,2.8949584027578493e-05
1.6700000000000006,0.9999898836510774,4.393496640971657e-05
1.6900000000000006,0.999978243769054,9.448732487018549e-05
1.7100000000000006,0.9999500822415532,0.00021679550926560333
1.7300000000000006,0.9998448543593214,0.000673841258931024
1.7500000000000007,0.9996650707936191,0.00145482259879561
1.7700000000000007,0.9992706602417937,0.003168637979679178
1.7900000000000007,0.9968493049166827,0.013704896792203937
1.8100000000000007,0.9772794799410204,0.09981219713659405
1.8300000000000007,0.9114582088975302,0.40263239308363286
1.8500000000000008,0.9044301779162289,0.43624955283521033
1.8700000000000008,0.9000381965987946,0.45739058237638647
1.8900000000000008,0.948488874819097,0.22967756027331587
1.9100000000000008,0.923366745850213,0.3462577019431051
1.9300000000000008,0.9550063107104193,0.19993758281522142
1.9500000000000008,0.9914116889296797,0.03745776565279049
1.9700000000000009,0.9979015825773552,0.00912352905324593
1.9900000000000009,0.9992929126393062,0.0030718760515738236
2.0100000000000007,0.9991978770779458,0.0034853038652215996
