lambda_um,T_N2O
7.729999999999921,0.9998439334130499
7.749999999999921,0.9998880283197613
7.7699999999999205,0.9999439575105943
7.78999999999992,0.9999569629154603
7.80999999999992,0.9998978256320602
7.829999999999919,0.9998659492941069
7.849999999999919,0.999844381982286
7.869999999999918,0.999833511917505
7.889999999999918,0.9998721729748085
7.9099999999999175,0.999872514587975
7.929999999999917,0.9999169906860456
7.949999999999917,0.9999266478149491
7.969999999999916,0.9999556778988256
7.989999999999916,0.9999707318428352
8.009999999999915,0.9999805276476517
8.029999999999914,0.9999868584736459
8.049999999999914,0.9999924111814836
8.069999999999913,0.9999958424597613
8.089999999999913,0.9999975744967645
8.109999999999912,0.9999985839018496
8.129999999999912,0.9999991061792709
8.149999999999912,0.9999994905042101
8.169999999999911,0.9999996284420577
8.18999999999991,0.9999997593771415
8.20999999999991,0.9999997990558199
8.22999999999991,0.9999997956701467
8.24999999999991,0.9999997418250288
8.269999999999909,0.9999996351506447
8.289999999999909,0.9999994242671812
8.309999999999908,0.9999989415098877
8.329999999999908,0.9999985974466329
8.349999999999907,0.9999980398043492
8.369999999999907,0.9999972841690581
8.389999999999906,0.9999959446706229
8.409999999999906,0.9999952687679861
8.429999999999906,0.9999947069870029
8.449999999999905,0.9999941903830977
8.469999999999905,0.9999936989583026
8.489999999999904,0.9999935248168916
8.509999999999904,0.9999950047004813
8.529999999999903,0.9999963792519924
8.549999999999903,0.9999979804635643
8.569999999999903,0.9999981899023396
8.589999999999902,0.9999968430728648
8.609999999999902,0.9999958734474839
8.629999999999901,0.9999947561302797
8.6499999999999,0.9999937925739357
8.6699999999999,0.9999942982104738
8.6899999999999,0.9999944347327281
8.7099999999999,0.9999944753557624
8.7299999999999,0.9999959731142742
8.749999999999899,0.999996751866318
8.769999999999898,0.9999972633898002
8.789999999999898,0.9999982261306529
8.809999999999897,0.999998748604826
8.829999999999897,0.9999991021887868
8.849999999999897,0.9999994638951836
8.869999999999896,0.9999996720993531
8.889999999999896,0.9999997953243107
8.909999999999895,0.9999998772908597
8.929999999999895,0.999999931802157
8.949999999999894,0.9999999631882551
8.969999999999894,0.9999999796122797
8.989999999999894,0.9999999892155567
9.009999999999893,0.9999999950450538
